taxon_name,eco_group
Pinus sylvestris/mugo,TRSH
Pinus sylvestris/mugo type,TRSH
Pinus sylvestris/nigra type,TRSH
Pinus sylvestris/nigra-type,TRSH
Pinus sylvestris/nigra/uncinata t.,TRSH
Pinus sylvestris=Pinus s/g Diploxylon,TRSH
Pinus-D,TRSH
Pinus-type,TRSH
PinusDiplo.,TRSH
Pinus stomata,VEMI
Pinus: stomata,MACR
Pinus: stomata,VEMI
PISTACIA,TRSH
Pistacia,TRSH
Pistacia cf. P. lentiscus,TRSH
Pistacia cf. P. terebinthus,TRSH
Pistacia lentiscus,TRSH
Pistacia terebinthus,TRSH
Pistacia terebinthus type,TRSH
Pistacia-type,TRSH
Pisum sativum,HERB
Plan-eae,HERB
Plantaginaceae,HERB
Plantaginaceae undiff.,HERB
PLANTAGO,HERB
PLANTAGO indet.,HERB
Plantago,HERB
Plantago alpinum,HERB
Plantago carinata type,HERB
Plantago cf. P. afra,HERB
Plantago cf. P. lanceolata,HERB
Plantago cylindrica-type,HERB
Plantago indet.,HERB
Plantago lanceolata-type/P. major-type,HERB
Plantago media/P. montana,HERB
Plantago pro parte,HERB
Plantago sp.,HERB
Plantago undiff,HERB
Plantago undiff.,HERB
Plantago undiff. type,HERB
Plantago undifferentiated,HERB
Plantago-type,HERB
Plantago albicans,HERB
Plantago albicans type,HERB
P. atrata,HERB
Plantago montana-type,HERB
P. coronopus,HERB
Plantago coronopus,HERB
Plantago coronopus t.,HERB
Plantago coronopus type,HERB
Plantago coronopus-type,HERB
P. lanceolata,HERB
P. lanceolata-t.,HERB
PLANTAGO lanceol.,HERB
Plantago l,HERB
Plantago lagopus type,HERB
Plantago lagopus-type,HERB
Plantago lanc.,HERB
Plantago lanceolata,HERB
Plantago lanceolata t.,HERB
Plantago lanceolata type,HERB
Plantago lanceolata-type,HERB
Plantago lusitanica,HERB
Platango lanceolata-type,HERB
P. major,HERB
P. major type,HERB
PLANTAGO major,HERB
Plan._m-or,HERB
Plant. major type,HERB
Plantago maior,HERB
Plantago major,HERB
Plantago major type,HERB
Plantago major-type,HERB
Plantago sp./major,HERB
Plantago maior/media,HERB
Plantago major-media,HERB
Plantago major/P. media,HERB
Plantago major/P. media-type,HERB
Plantago major/Plantago media,HERB
Plantago major/Plantago media type,HERB
Plantago major/media,HERB
Plantago major/media t.,HERB
Plantago major/media-type,HERB
Plantago media/major,HERB
Plantago media/major-type,HERB
PLANTAGO MARITIMA,HERB
Plantago alpina,HERB
Plantago alpina type,HERB
Plantago alpina-type,HERB
Plantago maritima,HERB
Plantago maritima type,HERB
Plantago maritima-type,HERB
Plantago maritima/alpina-type,HERB
Plantago ovata,HERB
Plantago ovata-type,HERB
Plantago psyllium-type,HERB
Plan._max.,HERB
Plan._med.,HERB
Plantago med,HERB
Plantago media,HERB
Plantago media-type,HERB
Plantago tenuiflora t.,HERB
Plantago tenuiflora type,HERB
Plantago tenuiflora-type,HERB
PLATANUS,TRSH
Platanus,TRSH
Platanus orientalis,TRSH
t.PLATANUS,TRSH
Pleospora sp.,FUNG
Pleurospermum austriacum,HERB
Pleurospermum-type,HERB
Smyrnium-type,HERB
Armeria/Limonium,HERB
Armeria/Limonium-type,HERB
Limoniaceae=Plumbaginaceae,HERB
Plumbaginaceae,HERB
Plumbaginaceae indet.,HERB
Plumbaginaceae undiff.,HERB
Anthoxanthum,HERB
Deschampsia,HERB
Graminae,HERB
Gramine.,HERB
Gramineae,HERB
Gramineae <40 _m,HERB
Gramineae G,HERB
Gramineae P,HERB
Gramineae undiff.,HERB
Gramineae wild grass-group,HERB
Gramineae wild-grass-group,HERB
Gramineae(<40),HERB
Nardus,HERB
POACEAE,HERB
Phragmites australis cf.,HERB
Poa/Festuca-type,HERB
Poaceae,HERB
Poaceae (37 um),HERB
Poaceae (<37 um),HERB
Poaceae (annulus <8 um),HERB
Poaceae <37µm,HERB
Poaceae annulus <8µm,HERB
Poaceae cf. Phragmites australis,HERB
Poaceae class 1,HERB
Poaceae class 2,HERB
Poaceae class 3,HERB
Poaceae class 4,HERB
Poaceae mag 47 anulus min 11,HERB
Poaceae pro parte,HERB
Poaceae undif.<40√¶m,HERB
Poaceae undiff,HERB
Poaceae undiff.,HERB
Poaceae undiff. <40 -_m,HERB
Poaceae undiff. type,HERB
Poaceae undifferentiated,HERB
Poaceae wild grass group,HERB
Poaceae wild grass-group,HERB
Poaceae wild grass-type,HERB
Poaceae wildgrass-type,HERB
Poaceae<40,HERB
Poaceae<40micron,HERB
Poaceae_37-47,HERB
Poaceae_min 37,HERB
Poacee,HERB
Stipa,HERB
Wild grass group,HERB
Wild grass group clumps of two,HERB
Podocarpus,TRSH
Podospora,FUNG
Podospora (HdV-368),FUNG
Podospora-type,FUNG
Polem-eae,HERB
Polemoniaceae,HERB
Polemonium,HERB
Polemonium caeruleum,HERB
Polemonium t.,HERB
Polemonium acutiflorum,UPHE
Pollen per unit sediment mass,NOPO
Pollen per unit sediment mass (/g),NOPO
Pollen Sum,NOPO
Pollen sums,NOPO
Polycarpon,HERB
POLYGALA,HERB
Polygala,HERB
Polygala-type,HERB
Polygalaceae,HERB
Polygala comosa-type,HERB
Polygala vulgaris-type,HERB
Aconogonon,HERB
POLYGONACEAE,HERB
Polyg-eae,HERB
Polygonaceae,HERB
Polygonaceae undiff.,HERB
Polygonatum,HERB
Polygonum alpinum,HERB
Polyg._av.,HERB
Polygonum aviculare,HERB
Polygonum aviculare T,HERB
Polygonum aviculare t.,HERB
Polygonum aviculare type,HERB
Polygonum aviculare-group,HERB
Polygonum aviculare-type,HERB
POLYGONUM bistorta,HERB
Polyg._bi.,HERB
Polygonum bistorta,HERB
Bistorta,HERB
Bistorta t.,HERB
Bistorta-type,HERB
P. bistorta,HERB
POLYGONUM BISTORTA type,HERB
Polygonum bistorta type,HERB
Polygonum bistorta-type,HERB
Polygonum bistorta/P. viviparum,HERB
Polygonum sect. Bistorta,HERB
Polygonum viviparum,HERB
Polygonum viviparum-type,HERB
Polygonum viviparum/P. bistorta,HERB
Polygonum cognatum,HERB
Polygonum cognatum-type,HERB
Polygonum cognatum/molliaeforme-type,HERB
Polygonum oxyspermum-group,HERB
Polygonum polycnemoides-type,HERB
Bistorta vivipara,HERB
POLYGONUM VIVIPARUM,HERB
Polygonum viviparum,HERB
Polygonum viviparum-type,HERB
P. avic.-bistorta,HERB
P. avic.-bistorta-t.,HERB
Polyginum,HERB
Polygonum,HERB
Polygonum aviculare/bistorta-type,HERB
Polygonum avicularia,HERB
Polygonum pro parte,HERB
Polygonum sec.,HERB
Polygonum sect. Aconogonon,HERB
Polygonum undiff.,HERB
Polygonum undifferentiated,HERB
Polygonum-type,HERB
Polygoum ellipticum,HERB
Polykrikos,DINO
"Polypodiceae, Sporangium",VEMI
POLYPODIUM,VACR
Polyp._vulg.,VACR
Polypod. vulg.,VACR
Polypodium,VACR
Polypodium sporangia,VACR
Polypodium undiff.,VACR
Polypodium vulgare,VACR
Polypodium vulgare type,VACR
Polypodium vulgare-type,VACR
Polypodium virginianum,VACR
Polystichum,VACR
Polystichum type,VACR
Polystichum-type,VACR
Polytrich.,BRYO
POPULUS,TRSH
Poppulus,TRSH
Populus,TRSH
Populus tremula,TRSH
Populus tremula-type,TRSH
Portulacaceae,HERB
Potamogeton natans,AQUA
Potamogeton natans t.,AQUA
Potamogeton natans-type,AQUA
Potamogeton sect. Eupotamogeton,AQUA
Potamogeton subg. Potamogeton,AQUA
Potamogeton subgenus Potamogeton type,AQUA
Potamogeton sect. Coleogeton-type,AQUA
Potamogeton subg. Coleogeton,AQUA
Potam-eae,AQUA
Potamogeonaceae,AQUA
Potamogeton,AQUA
Potamogeton undiff.,AQUA
Potamogeton-type,AQUA
Potamogeton/Sparganium,AQUA
Potamogetonaceae,AQUA
Potomogeton,AQUA
Sparganium,AQUA
Comar._pal.,HERB
Comarum palustre,AQUA
Comarum palustre,HERB
POTENTILLA,HERB
Potentilla,HERB
Potentilla palustris,AQUA
Fragaria,HERB
Potentilla,HERB
Potentilla T,HERB
Potentilla aurea,HERB
Potentilla erecta,HERB
Potentilla micrantha-type,HERB
Potentilla recta,HERB
Potentilla recta-type,HERB
Potentilla subg. Comarum,HERB
Potentilla t.,HERB
Potentilla type,HERB
Potentilla-type,HERB
Potentilla/Comarum,HERB
cf. Potentilla palustris,INUN
Pre-Quaternary pollen,PREQ
Pre-Quaternary spore,PREQ
Pre-Quaternary spores,PREQ
Pre-Quaternary,PREQ
Primula,HERB
Primula-type,HERB
Primula farinosa,HERB
Primula farinosa-type,HERB
Primula clusiana-type,HERB
Primula clusiana/hirsuta-type,HERB
Primula hirsuta-type,HERB
Primula veris group,HERB
Primula veris-group,HERB
Primula veris-type,HERB
Primula vulgaris-type,HERB
Primula/Linaria-type,HERB
Prim-eae,HERB
Primulaceae,HERB
Primulaceae undiff.,HERB
Prosopis,TRSH
Protoperidinium,DINO
Nepeta,HERB
Prunella,HERB
Prunella vulgaris-type,HERB
Prunella-type,HERB
Prunus,TRSH
Prunus padus,TRSH
Crataegus t.,TRSH
Crataegus-type,TRSH
Malus,TRSH
Malus-type,TRSH
PRUNUS,TRSH
Padus avium,TRSH
Pirus-type,INUN
Prunoideae,TRSH
Prunus,TRSH
Prunus T,TRSH
Prunus cf. P. spinosa,TRSH
Prunus sp.,TRSH
Prunus spinosa-type,TRSH
Prunus t.,TRSH
Prunus-type,TRSH
Pyrus,TRSH
"Rosaceae, Prunus",TRSH
Rosaceae-type/Prunus,TRSH
t.PRUNUS,TRSH
Pseudolarix type,TRSH
Concentricystes,NOPO
PSEUDOSCHIZAEA,ALGA
Pseudoschizaea,ALGA
Pseudoschizaea,CHLO
Pseudoschizaea circula,ALGA
Pseudosquizaea spp.,ALGA
Psoralea,HERB
Pteridium,VACR
Pter._a-m,VACR
Pteridium,VACR
Pteridium aquilin.,VACR
Pteridium aquilinum,VACR
Pteridium aquilinum-type,VACR
Pteridium undiff.,VACR
Pteridium-type,VACR
Farn-Sporangium Bruchstück,VEMI
Fern sporangia,VEMI
Polyp zarodnie,VEMI
Sporangium,VEMI
Pteris,VACR
Pteris cretica R,VACR
Pterocarya,TRSH
Pterocarya frax. type clumps of two,TRSH
Pterocarya fraxinifolia,TRSH
Pterocarya fraxinifolia type,TRSH
Pterocarya pterocarpa,TRSH
Pterosperma,INVE
Pulsatilla,HERB
Pulsatilla-type,HERB
Ranunculaceae pulsatilla,HERB
Punica,TRSH
Pirolaceae,DWAR
Pyrola,HERB
Pyrola,DWAR
Pyrolaceae,HERB
Pyrolaceae,DWAR
Quantity of sample,NOPO
Sample quantity,NOPO
volume of sample,NOPO
Quantity of spike,NOPO
Cyclobalanopsis,TRSH
Quercus,TRSH
Quercus cerriscf.,TRSH
Quercus cf. Q. rotundifolia,TRSH
Quercus cf. Q. semecarpifolia,TRSH
Quercus clumps of two,TRSH
Quercus pro parte,TRSH
Quercus total,TRSH
Quercus undiff.,TRSH
QuercusCyclo.,TRSH
Quercus (deciduous),TRSH
QUERCUS SUBER t.,TRSH
QUERCUS SUBER/CERRIS,TRSH
Quercus cerris,TRSH
Quercus cerris-type,TRSH
Quercus cerris/Q. suber,TRSH
Quercus cerris/Q. suber-type,TRSH
Quercus cerris/suber,TRSH
Quercus suber,TRSH
Quercus suber  type,TRSH
Quercus suber-type,TRSH
Cyclobalanopsis,TRSH
Q. evergreen,TRSH
Q. sempervirens,TRSH
Q. sempervirens-t.,TRSH
QUERCUS COCCIFERA type,TRSH
QUERCUS ILEX type,TRSH
QUERCUS ilex,TRSH
QUERCUS t.ilex,TRSH
Quercus calliprinos,TRSH
Quercus calliprinos-type,TRSH
Quercus coccifera,TRSH
Quercus coccifera type,TRSH
Quercus coccifera-type,TRSH
Quercus coccifera/Q. ilex,TRSH
Quercus evergreeen,TRSH
Quercus evergreen,TRSH
Quercus evergreen  type,TRSH
Quercus evergreen-type,TRSH
Quercus ilex,TRSH
Quercus ilex type,TRSH
Quercus ilex-type,TRSH
Quercus ilex/Q. coccifera-type,TRSH
Quercus ilex/coccifera,TRSH
Quercus sempervirens,TRSH
Quercus subgen. Cyclobalanopsis-type,TRSH
Quercus-E,TRSH
QuercusIlex,TRSH
evergreen Quercus,TRSH
Quercus ithaburensis-type,TRSH
QUERCUS ROBUR type,TRSH
QUERCUS decid.,TRSH
QUERCUS deciduous,TRSH
Quercus caducifolia,TRSH
Quercus canariensis,TRSH
Quercus cf. Q. canariensis,TRSH
Quercus decid.,TRSH
Quercus deciduous,TRSH
Quercus deciduous  type,TRSH
Quercus deciduous-type,TRSH
Quercus faginea,TRSH
Quercus faginea-type,TRSH
Quercus infectoria-type,TRSH
Quercus petraea,TRSH
Quercus pubescens type,TRSH
Quercus pubescens-type,TRSH
Quercus pubescens/Q. robur-type,TRSH
Quercus pubescens/petraea,TRSH
Quercus pyrenaica-type,TRSH
Quercus rob.-pub.-type,TRSH
Quercus robur,TRSH
Quercus robur T,TRSH
Quercus robur type,TRSH
Quercus robur-group,TRSH
Quercus robur-type,TRSH
Quercus-D,TRSH
Quercusdecidu,TRSH
deciduous Quercus,TRSH
other deciduous Quercus,TRSH
Radiosperma,INVE
Radiosperma,NOPO
RANUNCULACEAE,HERB
Ran-eae,HERB
Ranunculaceae,HERB
Ranunculaceae ND,HERB
Ranunculaceae cf. Delphinium,HERB
Ranunculaceae indet.,HERB
Ranunculaceae p.p.,HERB
Ranunculaceae pro parte,HERB
Ranunculaceae undiff.,HERB
Ranunuculaceae,HERB
Ran._acris,HERB
Ranunculus acer-type,HERB
Ranunculus acris,HERB
Ranunculus acris T,HERB
Ranunculus acris t.,HERB
Ranunculus acris type,HERB
Ranunculus acris-group,HERB
Ranunculus acris-t.,HERB
Ranunculus acris-type,HERB
Ranunculus acris-type undiff.,HERB
Ranunculus montanus-type,HERB
Ranunculus muricatus-type,HERB
Ranunculus repens-type,HERB
Batrachium,HERB
Batrachium,AQUA
Batrachium t.,AQUA
Batrachium-type,AQUA
Ranunculaceae tp. Batrachium,AQUA
Ranunculus aquatilis T,AQUA
Ranunculus aquatilis t.,AQUA
Ranunculus aquatilis-type,AQUA
Ranunculus batrachium-type,AQUA
Ranunculus peltatus-type,AQUA
Ranunculus subg. Batrachium,AQUA
Ranunculus subg. Batrachium-type,AQUA
Ranunculus trichophyllus,AQUA
Ranunculus trichophyllus-type,AQUA
Ranunculus arvensis,HERB
Ranunculus arvensis-group,HERB
Ranunculus arvensis t.,HERB
Ranunculus arvensis-type,HERB
Ranunculus parviflorus,HERB
Ranunculus asiaticus-type,HERB
Ranunculus ficaria-type,HERB
Rannunculus flamula,HELO
Ranunculus flammula,HELO
Ranunculus flammula type,HELO
Ranunculus flammula-group,HERB
Ranunculus flammula-type,AQUA
Ranunculus glacialis-type,HERB
Ranunculus lingua-type,HERB
Ranunculus macrophyllus,HERB
Ranunculus reniformis t.,INUN
Ranunculus aconitifolius,HERB
Ranunculus aconitifolius-type,HERB
Ranunculus sceleratus-group,HERB
Ranunculus sceleratus-type,HERB
Ranunculus serbicus,HERB
Anemone/Clematis-type,HERB
Anemone/Pulsatilla-type,HERB
RANUNCULUS,HERB
Ranunculus,HERB
Ranunculus cf. lapponicus,HERB
Ranunculus sp.,HERB
Ranunculus typ,HERB
Ranunculus type,HERB
Ranunculus undiff.,HERB
Ranunculus undiff. type,HERB
Ranunculus-type,HERB
Rebedded,INUN
Reseda,HERB
Reseda lutea,HERB
Reseda lutea-type,HERB
Reseda-type,HERB
Resedaceae,HERB
Redeposited pollen,PREQ
Reworked,PREQ
Reworked,NOPO
Reworked pollen,INUN
Reworked pollen,PREQ
Reynoutria,HERB
Rhamnaceae,TRSH
Rhamnus/Frangula,TRSH
Paliurus,TRSH
Paliurus spina-christi,TRSH
Paliurus spina-christi/Rhamnus,TRSH
Paliurus/Rhamnus,TRSH
Rhamnus,TRSH
Rhamnus  type,TRSH
Rhamnus cathartica,TRSH
Rhamnus catharticus,TRSH
Rhamnus type,TRSH
Rhamnus-type,TRSH
Rhamnus/Paliurus,TRSH
Rheum,HERB
Rheum ribes,HERB
Bartsia-type,HERB
Euphrasia,HERB
Euphrasia-type,HERB
Rhiananthus type,HERB
Rhinanthus,HERB
Rhinanthus T,HERB
Rhinanthus t.,HERB
Rhinanthus typ,HERB
Rhinanthus type,HERB
Rhinanthus-type,HERB
Rhinanthus-type undiff.,HERB
Rhinanthus-group,HERB
Rhizopoda,RHIZ
Rhizopoda sp.A,NOPO
Rhizopoda sp.B,NOPO
Rhizopoda sp.C,NOPO
Rhizopoda undiff.,RHIZ
Rhododendron,TRSH
Rhododendron ferrugineum,DWAR
Rhododendron-type,DWAR
Rhus,TRSH
Rhus coriaria,TRSH
Rhus coriaria-type,TRSH
Cotinus-type,TRSH
Rhus G,TRSH
Rhus group,TRSH
Rhus-type,TRSH
Rhynchospora,AQUA
Rhynchospora alba,AQUA
RIBES,TRSH
Ribes,TRSH
Riccia,BRYO
Riccia type 165,BRYO
Ricinus,TRSH
RIVULARIACEAE,CYAN
Rivularia-type,CYAN
ROBINIA,TRSH
Robinia,TRSH
Robinia pseudacacia,TRSH
Robinia pseudoacacia,TRSH
Roemeria,HERB
Roemeria hybrida-type,HERB
Roemeria t.,HERB
Rosa,TRSH
Rosa t.,TRSH
Rosa typ,TRSH
Rosa type,TRSH
Rosa-type,TRSH
Rosaceae rosa canina,TRSH
Rosaceae undiff.,TRSH
Non-operculate Rosaceae,TRSH
Prunus/Rosa/Rubus type,TRSH
ROSACEAE,TRSH
Rosa/Prunus,TRSH
Rosaceae,TRSH
Rosaceae  undiff.  Type,TRSH
Rosaceae  undiff.  type,TRSH
Rosaceae (type A),TRSH
Rosaceae herb,TRSH
Rosaceae indet.,TRSH
Rosaceae non-operculate,TRSH
Rosaceae pro parte,TRSH
Rosaceae striate opercolate,TRSH
Rosaceae undif.,TRSH
"Rosaceae undiff,",TRSH
Rosaceae undiff.,TRSH
Rosaceae undifferentiated,TRSH
Rosaceae-type,TRSH
Prunus/Rubus-type,TRSH
ROSACEAE indiff.,TRSH
RUBUS,TRSH
Rosaceae subf. Maloideae,TRSH
Rosaceae subg. Amygdalus,TRSH
Rosaceae tree,TRSH
Sorbus,TRSH
Sorbus group,TRSH
Sorbus-group,TRSH
Sorbus/Rubus t.,TRSH
cf. Rubus arcticus,TRSH
cf. Sorbus,INUN
cf. Sorbus acuparia,TRSH
cf. Sorbus aucuparia,TRSH
cf. Sorbus aucuparia,INUN
Rosaceae (operculate) undiff.,TRSH
Rotifera sp.A (egg),NOPO
Rotifera sp.B (egg),NOPO
Rotifera sp.C (egg),NOPO
Asperula,HERB
Asperula-type,HERB
GALIUM,HERB
Galium,HERB
Galium type,HERB
Galium- type,HERB
Galium-type,HERB
Gallium,HERB
Gallium type,HERB
RUBIACEAE,HERB
Rubia,HERB
Rubiaceae,HERB
Rubiaceae (6 colpae),HERB
Rubiaceae 6-colpate,HERB
Rubiaceae undiff.,HERB
Rubiaceae undifferentiated,HERB
cf. Coprosma,HERB
RUBUS idaeus,TRSH
Rubus,TRSH
Rubus cf. R. saxatilis,TRSH
Rubus fruticosus-type,TRSH
Rubus idaeus,TRSH
Rubus idaeus-type,TRSH
Rubus saxatilis,HERB
Rubus undiff.,TRSH
Rubus-type,TRSH
Rumex acetosella,TRSH
Rubus arcticus,HERB
Rosaceae/Rubus chamaemorus,HERB
Rubus chamaemorus,HERB
Rubus chameomorus,HERB
Rubus_c-us,HERB
Oxiria type,HERB
Oxyria-type,HERB
RUMEX acetosa,HERB
Rumex ac/ac-type,HERB
Rumex acetosa,HERB
Rumex acetosa group,HERB
Rumex acetosa type,HERB
Rumex acetosa type clumps of two,HERB
Rumex acetosa-type,HERB
Rumex acetosa-type/Oxyria,HERB
Rumex acetosa-type/R. acetosella-type,HERB
Rumex acetosa/R. acetosella,HERB
Rumex acetosa/R. acetosella-type,HERB
Rumex acetosa/Rumex acetosella,HERB
Rumex acetosa/Rumex acetosella-type,HERB
Rumex acetosella,HERB
Rumex acetosella t.,HERB
Rumex acetosella type,HERB
Rumex acetosella-type,HERB
Rumex cf. R. alpinus,HERB
Rumex sect. Acetosa,HERB
Rumex subg. Acetosa,HERB
Rumex subg. Acetosa/R. subg. Acetosella,HERB
Rumex_acet.,HERB
Rumex acetosella,HERB
Rumex acetosella-type,HERB
Rumex alpestris,HERB
Rumex alpinus,HERB
RUMEX LONGIFOLIUS,HERB
Rumex aquaticus,HERB
Rumex aquaticus type,HERB
Rumex aquaticus-type,AQUA
Rumex aquaticus-type,HERB
Rumex aquaticus-typeype,HERB
Rumex hydrolapathum,HERB
Rumex longifolius type,HERB
Rumex longifolius-type,HERB
Eurumex,HERB
RUMEX cf. obtusif.,HERB
Rumex cf. R. obtusifolius,HERB
Rumex conglomeratus,HERB
Rumex conglomeratus group,HERB
Rumex conglomeratus-type,HERB
Rumex crispus,HERB
Rumex crispus-type,HERB
Rumex obtusifolius,HERB
Rumex obtusifolius T,HERB
Rumex obtusifolius t.,HERB
Rumex obtusifolius type,HERB
Rumex obtusifolius-type,HERB
Rumex sanguineus group,HERB
Rumex sanguineus-group,HERB
Rumex sanguineus-type,HERB
Rumex scutatus type,HERB
Oxyria/Rumex,HERB
RUMEX,HERB
RUMEX TYPE,HERB
RUMEX indet.,HERB
Rumex,HERB
Rumex und.,HERB
Rumex undif.,HERB
Rumex undiff.,HERB
Rumex-Typ,HERB
Rumex-type,HERB
Rumex/Oxyria,HERB
Rumex/Oxyria digyna,HERB
Rumex/Oxyria-type,HERB
RUPPIA,AQUA
Ruppia,AQUA
Ruppiaceae,AQUA
Ruscus,TRSH
Ruscus,DWAR
Ruscus aculeatus,TRSH
Ruta,TRSH
Ruta t.,TRSH
Rutaceae,TRSH
Limoniacea,HERB
Sagina,HERB
Sagina-type,HERB
Sagina procumbens,HERB
Sagittaria,AQUA
Sagittaria sagittifolia,AQUA
SALIX,TRSH
Salix,TRSH
Salix cf. hastata,TRSH
Salix glauca-type,DWAR
Salix helvetica-type,TRSH
Salix herbacea,DWAR
Salix herbacea-type,TRSH
Salix pentandra-type,TRSH
Salix polaris,DWAR
Salix undiff.,TRSH
Salsola kali t.,HERB
Rosmarinus,HERB
Rosmarinus-type,DWAR
Salvia verticillata-type,HERB
Salvia,HERB
Salvia-type,HERB
Salvinia,AQPT
Salvinia-Azolla massulae,AQPT
SAMBUCUS,TRSH
Sambucus,TRSH
Sambucus cf. nigra,TRSH
Sambucus undiff.,TRSH
Sambucus-type,TRSH
Sambucus ebulus,HERB
Sambucus ebulus clumps,HERB
Sambucus ebulus clumps of two,HERB
Sambucus nigra,TRSH
Sambucus nigra typ,TRSH
Sambucus nigra-type,TRSH
Sambucus nigra/racemosa,TRSH
Sambucus cf. S. nigra,TRSH
Sambucus nigra type,TRSH
Sambucus nigra-type,TRSH
Sambucus nigra/S. racemosa,TRSH
Sambucus nigra/racemosa,TRSH
Sambucus racemosa type,TRSH
Sambucus racemosa-type,TRSH
Sambucus racemosa,TRSH
Sambucus sibirica,TRSH
Sample dry mass (g),NOPO
Sample surface (cm2),NOPO
surface area,NOPO
Sample volume,NOPO
Volume prélevé,NOPO
Sample volume (ml),NOPO
Sample wet volume (ml),NOPO
Sediment volume used (ml),NOPO
Volume in cm³,NOPO
Volumen [cm³],NOPO
examined volume (Vg),NOPO
sample volume (Vp),NOPO
sample volume (Vp) (ml),NOPO
volume [cm³],NOPO
examined volume (Vg) (ml),NOPO
Sanguisorba dodecandra,HERB
POTERIUM,HERB
Poterium,HERB
Poterium-type,HERB
Sangisorba minor,HERB
Sanguisorba cf. S. minor,HERB
Sanguisorba minor,HERB
Sanguisorba minor ssp. minor,HERB
Sanguisorba minor subsp. minor,HERB
Sanguisorba minor t.,HERB
Sanguisorba minor-type,HERB
Sanguisorba minor/Poterium,HERB
Sanguisorba/Poterium,HERB
Sarcopoterium,HERB
Sarcopoterium spinosum/Sanguisorba minor,HERB
Sarcopoterium-type,TRSH
Sarcopoterium/Sanguisorba minor,HERB
Sanguisorba,HERB
Sanguisorba officinalis,HERB
Sanguisorba officinalis-type,HERB
Sanguissorba offic.,HERB
Sanguisorba,HERB
Sanguisorba-type,HERB
Sanicula europaea,HERB
Santalácea,HERB
Sapindaceae,TRSH
Sapotaceae,TRSH
Saussurea alpina,HERB
Arctium-type,HERB
Arctium/Jurinea,HERB
Asteraceae saussurea type,HERB
Asteraceae saussurea-type,HERB
Carlina-type,HERB
Jurinea-type,HERB
Saussurea,HERB
Saussurea t.,HERB
Saussurea type,HERB
Saussurea-type,HERB
Serratula,HERB
Serratula type,HERB
Serratula-type,HERB
Saxifraga,HERB
Saxifraga cf. S. foliolosa,HERB
Saxifraga opposite.,HERB
Saxifraga sp.,HERB
Saxifraga undiff.,HERB
Saxifraga undifferentiated,HERB
Saxifraga cespitosa,HERB
Saxifraga cernua-type,HERB
Saxifraga cespitosa-type,HERB
Saxifraga granulata,HERB
Saxifraga granulata-type,HERB
Saxifraga hirculus-type,HERB
Saxifraga tricuspidata,HERB
Saxifraga tricuspidata-type,HERB
Saxifraga tridactylitis-type,HERB
Saxifragia cf. S. granulata,HERB
Saxifraga hieraciifolia,HERB
Saxifraga hirsuta-type,HERB
Saxifraga aizoides type,HERB
Saxifraga oppositifolia,HERB
Saxifraga oppositifolia type,HERB
Saxifraga oppositifolia-type,HERB
Saxifraga paniculata-type,HERB
Saxifraga nelsoniana,HERB
Saxifraga nivalis-type,HERB
Saxifraga stellaris,HERB
Saxifraga stellaris type,HERB
Saxifraga stellaris-type,HERB
SAXIFRAGACEAE,HERB
Saxif-eae,HERB
Saxifragaceae,HERB
Scabiosa,HERB
Scabiosa t.,HERB
Scabiosa type,HERB
Scabiosa undiff.,HERB
Scabiosa-type,HERB
Scabiosa argentea,HERB
Scabiosa columbaria-type,HERB
Scabiosa rotata-type,HERB
Scab._o-ca,HERB
Scandix,HERB
Scenedesmus,ALGA
Scenedesmus,CHLO
Scenedesmus quadricauda,ALGA
Subgenus Sceptridium,VACR
Scheuchz.,HELO
Scheuchzeria,AQUA
Scheuchzeria,HELO
Scheuchzeria palustris,HELO
Scheuchzeria palustris,AQUA
Schoenus,HELO
Schoenus-type,AQUA
Sciadopitys,TRSH
Schoenoplectus,HELO
Schoenoplectus lacturis subsp. lacustris,AQUA
Schoenoplectus-type,AQUA
Scirpus,AQUA
Scirpus,HELO
Scirpus lacustris-type,AQUA
Scirpus-type,AQUA
Trichophorum caespitosum,AQUA
Scleranthus,HERB
Scleranthus-type,HERB
Scleranthus annuus,HERB
Scleranthus perennis,HERB
Scorzonera humilis-type,HERB
Scorconera laciniata,HERB
Scrofulariaceae,HERB
Scrophularia,HERB
Scrophularia typ,HERB
Scrophularia type,HERB
Scrophularia-type,HERB
Scrophularia/Verbascum,HERB
Scrophularia/Verbascum-type,HERB
Scrophulariaceae,HERB
Antirrhinum-type,HERB
Antirrhinum/Linaria,HERB
SCROPHULARIACEAE,HERB
Scrofulariaceae,HERB
Scroph-eae,HERB
Scrophularia/Verbascum/Digitalis,HERB
Scrophulariaceae,HERB
Scrophulariaceae cf. Veronica,HERB
Scrophulariaceae indet.,HERB
Scrophulariaceae pro parte,HERB
Scrophulariaceae undiff.,HERB
Scrophulariaceae undifferentiated,HERB
Ajuga type,HERB
Scutellaria,HERB
Scutellaria-type,HERB
Cerealia-type/Secale,HERB
Cerealia/Secale,HERB
Secale,HERB
Secale cereale,HERB
Secale-type,HERB
sediment volume (cm^3),NOPO
Sedimentation rate (mm/year),NOPO
SEDUM,HERB
Sedum,HERB
Sedum type,HERB
Sedum-type,HERB
SELAGINELLA,VACR
Selaginella,VACR
Selaginellaceae,VACR
Sel._helvetica,VACR
Selaginella denticulata,VACR
Selaginella denticulata-type,VACR
