taxon_name,eco_group,family_level
Papaver rhoeas-type,HERB,Papaveraceae
Papaver spp.,NA,Papaveraceae
Papaver-type,NA,Papaveraceae
Papaver/Meconopsis,HERB,Papaveraceae
Papaveraceae,HERB,Papaveraceae
Papaveraceae cf. Corydalis,HERB,Papaveraceae
Papaveraceae undiff.,HERB,Papaveraceae
Papilionaceae,HERB,Fabaceae
Paplionaceae,HERB,Fabaceae
Parietaria,HERB,Urticaceae
Parnassia,HERB,Celastraceae
Parnassia palustris,HERB,Celastraceae
Parnassia type,HERB,Celastraceae
Parnassia-type,HERB,Celastraceae
Paronychia,HERB,Caryophyllaceae
Paronychia t.,HERB,Caryophyllaceae
Paronychia-type,HERB,Caryophyllaceae
Parrotia cf. P. persica,TRSH,Hamamelidaceae
Parrotia persica,TRSH,Hamamelidaceae
Parrotia persica clumps of two,TRSH,Hamamelidaceae
Parthenocissus,TRSH,Vitaceae
Parthenocissus,LIAN,Vitaceae
Pastinaca,HERB,Apiaceae
Patrinia,HERB,Caprifoliaceae
Paulownia,TRSH,Paulowniaceae
Ped. angulosum,ALGA,delete
Ped. bor.brev.,ALGA,delete
Pediastrum,ALGA,delete
Pediastrum angulosum,ALGA,delete
Pediastrum angulosum var. angulosum,ALGA,delete
Pediastrum angulosum var. laevigatum,ALGA,delete
Pediastrum bor.,ALGA,delete
Pediastrum boryanum,ALGA,delete
Pediastrum boryanum subsp. granulosum,ALGA,delete
Pediastrum boryanum subsp. longicorne,ALGA,delete
Pediastrum boryanum undifferentiated,NA,delete
Pediastrum boryanum v.cornutum,ALGA,delete
Pediastrum boryanum var. boryanum,HERB,delete
Pediastrum boryanum var. boryanum,ALGA,delete
Pediastrum boryanum var. boryanum (type 1),ALGA,delete
Pediastrum boryanum var. boryanum (type 2),ALGA,delete
Pediastrum boryanum var. boryanum sensu lato,ALGA,delete
Pediastrum boryanum var. brevicorne,ALGA,delete
Pediastrum boryanum var. cornutum,ALGA,delete
Pediastrum boryanum var. longicorne,ALGA,delete
Pediastrum boryanum var. perforatum,ALGA,delete
Pediastrum boryanum-type,ALGA,delete
Pediastrum clathratum,ALGA,delete
Pediastrum companulatum,ALGA,delete
Pediastrum duplex,ALGA,delete
Pediastrum duplex var. rugulosum,ALGA,delete
Pediastrum forcipatum,ALGA,delete
Pediastrum integrum,ALGA,delete
Pediastrum kawraiskyi,ALGA,delete
Pediastrum kawraiskyi-integrum,ALGA,delete
Pediastrum kawrayskyi,ALGA,delete
Pediastrum marvilense,ALGA,delete
Pediastrum orientale,NA,delete
Pediastrum orientale (type 1),ALGA,delete
Pediastrum simplex,ALGA,delete
Pediastrum sp,ALGA,delete
Pediastrum spec.,ALGA,delete
Pediastrum undifferentiated,NA,delete
Pedicularis,HERB,Orobanchaceae
Pedicularis oederi-type,HERB,Orobanchaceae
Pedicularis palustris T,HERB,Orobanchaceae
Pedicularis palustris-type,HERB,Orobanchaceae
Pedicularis sylvatica-type,HERB,Orobanchaceae
Pedicularis t.,HERB,Orobanchaceae
Pedicularis verticillata-type,HERB,Orobanchaceae
Peganum,HERB,Nitrariaceae
Peganum harmala,HERB,Nitrariaceae
Penium,CHLO,delete
Penium,ALGA,delete
Pennales,ALGA,delete
Pentaphylacaceae,NA,Pentaphylacaceae
Peplis,HERB,Lythraceae
Pericolpat 42 mkm,INUN,delete
Peridinium ponticum,DINO,delete
Periploca,INUN,delete
Persicaria,HERB,Polygonaceae
Persicaria amphibia,AQUA,Polygonaceae
Persicaria maculosa,HERB,Polygonaceae
Petasites,HERB,Asteraceae
Petasites-type,HERB,Asteraceae
Peucedanum,HERB,Apiaceae
Peucedanum ostruthium,HERB,Apiaceae
Peucedanum palustre T,HERB,Apiaceae
Peucedanum palustre type,HERB,Apiaceae
Peucedanum type,HERB,Apiaceae
Peucedanum-type,HERB,Apiaceae
Phacelia,HERB,Boraginaceae
Phacelia tanacetifolia,HERB,Boraginaceae
Phacelia-typeanacetifolia,HERB,Boraginaceae
Phaeoceros laevis,BRYO,delete
Phaseolus-type,HERB,Fabaceae
Phegopteris connectilis,VACR,delete
Phellodendron,TRSH,Rutaceae
Phillyrea,TRSH,Oleaceae
Phillyrea angustifolia,TRSH,Oleaceae
Phillyrea angustifolia-type,TRSH,Oleaceae
Phillyrea latifolia,TRSH,Oleaceae
Phillyrea media,TRSH,Oleaceae
Phillyrea-type,TRSH,Oleaceae
Phlomis,HERB,Lamiaceae
Phlox sibirica,HERB,Polemoniaceae
Phoenix,TRSH,Arecaceae
Phragmites,HERB,delete
Phragmites,AQUA,delete
Phragmites australis,AQUA,delete
Phragmites australis cf.,HERB,delete
Phragmites australis-type,AQUA,delete
Phragmites-type,AQUA,delete
Phragmites-type,HERB,delete
Phragmospore undet.,INUN,delete
Physochlaina,HERB,Solanaceae
Physochlaina-type,NA,Solanaceae
Physochlaina-type (Physochlaina-T),NA,Solanaceae
Phyteuma,HERB,Campanulaceae
Phyteuma T,HERB,Campanulaceae
Phyteuma-type,HERB,Campanulaceae
Phytolith,NOPO,delete
Picea,TRSH,delete
Picea (half),TRSH,delete
Picea (whole),TRSH,delete
Picea Stomata,VEMI,delete
Picea abies,TRSH,delete
Picea abies subsp. abies,TRSH,delete
Picea abies subsp. obovata,TRSH,delete
Picea obovata,TRSH,delete
Picea omorica,TRSH,delete
Picea orientalis,TRSH,delete
Picea schrenkiana,TRSH,delete
Picea sect. Eupicea,TRSH,delete
Picea stomata,VEMI,delete
Picea: stomata,MACR,delete
Picea: stomata,VEMI,delete
Piceaabies,TRSH,delete
Pimpinella,HERB,Apiaceae
Pimpinella anisum,HERB,Apiaceae
Pimpinella major T,HERB,Apiaceae
Pimpinella major type,HERB,Apiaceae
Pimpinella major-type,HERB,Apiaceae
Pimpinella-type,HERB,Apiaceae
Pin._sibirica,TRSH,delete
Pin._sylv.,TRSH,delete
Pinaceae,TRSH,delete
Pinaceae remaniés,INUN,delete
Pinaceae undifferentiated,NA,delete
Pinaceae: stomata,VEMI,delete
Pinguicula,HERB,delete
Pinus,TRSH,delete
Pinus (Diploxylon),TRSH,delete
Pinus (Haploxylon),TRSH,delete
Pinus (diploxylon),TRSH,delete
Pinus (half),TRSH,delete
Pinus (whole),TRSH,delete
Pinus cembra,TRSH,delete
Pinus cembra subsp. sibirica,TRSH,delete
Pinus cembra-type,TRSH,delete
Pinus cf. nigra,TRSH,delete
Pinus clumps,TRSH,delete
Pinus dip,TRSH,delete
Pinus diplost.,TRSH,delete
Pinus diploxylon,TRSH,delete
Pinus diploxylon-type,TRSH,delete
Pinus halepensis,TRSH,delete
Pinus halepensis type,TRSH,delete
Pinus halepensis-type,TRSH,delete
Pinus halepensis/P. pinea-type,TRSH,delete
Pinus hap,TRSH,delete
Pinus haploxylon,TRSH,delete
Pinus haploxylon-type,TRSH,delete
Pinus haploxylon/cembra,TRSH,delete
Pinus non-cembra,TRSH,delete
Pinus peuce,TRSH,delete
Pinus pinaster,TRSH,delete
Pinus pinaster-type,TRSH,delete
Pinus pinea,TRSH,delete
Pinus pinea-type,TRSH,delete
Pinus pinea/P. halepensis,TRSH,delete
Pinus pinea/halepensis t.,TRSH,delete
Pinus pinea/halepensis-type,TRSH,delete
Pinus pumila,TRSH,delete
Pinus pumila-type,TRSH,delete
Pinus roxburghii-type,NA,delete
Pinus s/g Diploxylon,TRSH,delete
Pinus s/g Haploxylon,TRSH,delete
Pinus sect. Diploxylon,TRSH,delete
Pinus sect. Haploxylon,TRSH,delete
Pinus sf. Podocarpus,TRSH,delete
Pinus sgen. Diploxylon,TRSH,delete
Pinus sgen. Haploxylon,TRSH,delete
Pinus sibirica,TRSH,delete
Pinus sibirica-type,TRSH,delete
Pinus sibirica=Pinus s/g Haploxylon,TRSH,delete
Pinus sp,TRSH,delete
Pinus sp.,TRSH,delete
Pinus stomata,VEMI,delete
Pinus subg. Diploxylon,TRSH,delete
Pinus subg. Diploxylon-type,TRSH,delete
Pinus subg. Haploxylon-type,TRSH,delete
Pinus subg. Pinus,TRSH,delete
Pinus subg. Strobus,TRSH,delete
Pinus subgen. Diploxylon,TRSH,delete
Pinus subgen. Diploxylon-type,NA,delete
Pinus subgen. Haploxylon,TRSH,delete
Pinus subgen. Haploxylon-type,NA,delete
Pinus sylvestris,TRSH,delete
Pinus sylvestris T,TRSH,delete
Pinus sylvestris t.,TRSH,delete
Pinus sylvestris type,TRSH,delete
Pinus sylvestris-type,TRSH,delete
Pinus sylvestris-type (P. sylvestris-T),NA,delete
Pinus sylvestris/P. nigra-type,TRSH,delete
Pinus sylvestris/mugo,TRSH,delete
Pinus sylvestris/mugo type,TRSH,delete
Pinus sylvestris/nigra type,TRSH,delete
Pinus sylvestris/nigra-type,TRSH,delete
Pinus sylvestris/nigra/uncinata t.,TRSH,delete
Pinus sylvestris=Pinus s/g Diploxylon,TRSH,delete
Pinus t. haplostellate,TRSH,delete
Pinus undiff.,TRSH,delete
Pinus undifferentiated,TRSH,delete
Pinus wallichiana-type,NA,delete
Pinus-D,TRSH,delete
Pinus-H,TRSH,delete
Pinus-type,TRSH,delete
Pinus-undiff.,TRSH,delete
Pinus: fragment,TRSH,delete
Pinus: stomata,MACR,delete
Pinus: stomata,VEMI,delete
PinusDiplo.,TRSH,delete
PinusHaplo.,TRSH,delete
Piperaceae,NA,Piperaceae
Pirolaceae,DWAR,Ericaceae
Pirus-type,INUN,delete
Pistacia,TRSH,Anacardiaceae
Pistacia cf. P. lentiscus,TRSH,Anacardiaceae
Pistacia cf. P. terebinthus,TRSH,Anacardiaceae
Pistacia lentiscus,TRSH,Anacardiaceae
Pistacia terebinthus,TRSH,Anacardiaceae
Pistacia terebinthus type,TRSH,Anacardiaceae
Pistacia-type,TRSH,Anacardiaceae
Pisum sativum,HERB,Fabaceae
Pl.acva,INUN,delete
Plagiogyria-type,NA,delete
Plagiogyria-type (Plagiogyria-T),NA,delete
Plan-eae,HERB,delete
Plan._m-or,HERB,delete
Plan._max.,HERB,delete
Plan._med.,HERB,delete
"Plant hair, star-like",NA,delete
Plant. major type,HERB,Plantaginaceae
Plantaginaceae,HERB,Plantaginaceae
Plantaginaceae undiff.,HERB,Plantaginaceae
Plantago,HERB,Plantaginaceae
Plantago albicans,HERB,Plantaginaceae
Plantago albicans type,HERB,Plantaginaceae
Plantago alpina,HERB,Plantaginaceae
Plantago alpina type,HERB,Plantaginaceae
Plantago alpina-type,HERB,Plantaginaceae
Plantago alpinum,HERB,Plantaginaceae
Plantago carinata type,HERB,Plantaginaceae
Plantago cf. P. afra,HERB,Plantaginaceae
Plantago cf. P. lanceolata,HERB,Plantaginaceae
Plantago coronopus,HERB,Plantaginaceae
Plantago coronopus t.,HERB,Plantaginaceae
Plantago coronopus type,HERB,Plantaginaceae
Plantago coronopus-type,HERB,Plantaginaceae
Plantago cylindrica-type,HERB,Plantaginaceae
Plantago indet.,HERB,Plantaginaceae
Plantago l,HERB,Plantaginaceae
Plantago lagopus type,HERB,Plantaginaceae
Plantago lagopus-type,HERB,Plantaginaceae
Plantago lanc.,HERB,Plantaginaceae
Plantago lanceolata,HERB,Plantaginaceae
Plantago lanceolata t.,HERB,Plantaginaceae
Plantago lanceolata type,HERB,Plantaginaceae
Plantago lanceolata-type,HERB,Plantaginaceae
Plantago lanceolata-type (P. lanceolata-T),NA,Plantaginaceae
Plantago lanceolata-type/P. major-type,HERB,Plantaginaceae
Plantago lusitanica,HERB,Plantaginaceae
Plantago maior,HERB,Plantaginaceae
Plantago maior/media,HERB,Plantaginaceae
Plantago major,HERB,Plantaginaceae
Plantago major type,HERB,Plantaginaceae
Plantago major-media,HERB,Plantaginaceae
Plantago major-type,HERB,Plantaginaceae
Plantago major/P. media,HERB,Plantaginaceae
Plantago major/P. media-type,HERB,Plantaginaceae
Plantago major/Plantago media,HERB,Plantaginaceae
Plantago major/Plantago media type,HERB,Plantaginaceae
Plantago major/media,HERB,Plantaginaceae
Plantago major/media t.,HERB,Plantaginaceae
Plantago major/media-type,HERB,Plantaginaceae
Plantago maritima,HERB,Plantaginaceae
Plantago maritima type,HERB,Plantaginaceae
Plantago maritima-type,HERB,Plantaginaceae
Plantago maritima/alpina-type,HERB,Plantaginaceae
Plantago med,HERB,Plantaginaceae
Plantago media,HERB,Plantaginaceae
Plantago media-type,HERB,Plantaginaceae
Plantago media/P. montana,HERB,Plantaginaceae
Plantago media/major,HERB,Plantaginaceae
Plantago media/major-type,HERB,Plantaginaceae
Plantago montana-type,HERB,Plantaginaceae
Plantago ovata,HERB,Plantaginaceae
Plantago ovata-type,HERB,Plantaginaceae
Plantago pro parte,HERB,Plantaginaceae
Plantago psyllium-type,HERB,Plantaginaceae
Plantago sp.,HERB,Plantaginaceae
Plantago sp./major,HERB,Plantaginaceae
Plantago tenuiflora t.,HERB,Plantaginaceae
Plantago tenuiflora type,HERB,Plantaginaceae
Plantago tenuiflora-type,HERB,Plantaginaceae
Plantago undiff,HERB,Plantaginaceae
Plantago undiff.,HERB,Plantaginaceae
Plantago undiff. type,HERB,Plantaginaceae
Plantago undifferentiated,HERB,Plantaginaceae
Plantago-type,HERB,Plantaginaceae
Platango lanceolata-type,HERB,Plantaginaceae
Platanus,TRSH,Platanaceae
Platanus orientalis,TRSH,Platanaceae
Platea,NA,Icacinaceae
Platycarya,NA,Juglandaceae
Pleospora sp.,FUNG,delete
Pleurospermum austriacum,HERB,Apiaceae
Pleurospermum-type,HERB,Apiaceae
Plumbaginaceae,HERB,Plumbaginaceae
Plumbaginaceae indet.,HERB,Plumbaginaceae
Plumbaginaceae undiff.,HERB,Plumbaginaceae
Poa/Festuca-type,HERB,Poaceae
Poaceae,HERB,Poaceae
Poaceae (37 um),HERB,Poaceae
Poaceae (<37 um),HERB,Poaceae
Poaceae (> 40 um),HERB,Poaceae
Poaceae (annulus 8-10 um),HERB,Poaceae
Poaceae (annulus <8 um),HERB,Poaceae
Poaceae (annulus >10 um),HERB,Poaceae
Poaceae (annulus >8 um),HERB,Poaceae
Poaceae (wildgrass),NA,Poaceae
Poaceae <37µm,HERB,Poaceae
Poaceae >40micron (Cereals),HERB,Poaceae
Poaceae >40µm,HERB,Poaceae
Poaceae Cerealia,HERB,Poaceae
Poaceae Pore>8,HERB,Poaceae
Poaceae annulus 8-10µm,HERB,Poaceae
Poaceae annulus <8µm,HERB,Poaceae
Poaceae annulus >10µm,HERB,Poaceae
Poaceae annulus >8µm,HERB,Poaceae
Poaceae cereal-type,HERB,Poaceae
Poaceae cereal-type (P. cereal-T),NA,Poaceae
Poaceae cf. Phragmites australis,HERB,Poaceae
Poaceae class 1,HERB,Poaceae
Poaceae class 2,HERB,Poaceae
Poaceae class 3,HERB,Poaceae
Poaceae class 4,HERB,Poaceae
Poaceae large,HERB,Poaceae
Poaceae mag 47 anulus min 11,HERB,Poaceae
Poaceae pro parte,HERB,Poaceae
Poaceae undif.<40√¶m,HERB,Poaceae
Poaceae undif.>40√¶m,HERB,Poaceae
Poaceae undiff,HERB,Poaceae
Poaceae undiff.,HERB,Poaceae
Poaceae undiff. <40 -_m,HERB,Poaceae
Poaceae undiff. >40 -_m,HERB,Poaceae
Poaceae undiff. type,HERB,Poaceae
Poaceae undifferentiated,HERB,Poaceae
Poaceae wild grass group,HERB,Poaceae
Poaceae wild grass-group,HERB,Poaceae
Poaceae wild grass-type,HERB,Poaceae
Poaceae wildgrass-type,HERB,Poaceae
Poaceae wildgrass-type (P. wildgrass-T),NA,Poaceae
Poaceae<40,HERB,Poaceae
Poaceae<40micron,HERB,Poaceae
Poaceae>40,HERB,Poaceae
Poaceae_37-47,HERB,Poaceae
Poaceae_min 37,HERB,Poaceae
Poacee,HERB,Poaceae
Podocarpaceae,NA,delete
Podocarpus,TRSH,delete
Podosoma,INVE,delete
Podospora,FUNG,delete
Podospora (HdV-368),FUNG,delete
Podospora-type,FUNG,delete
Polem-eae,HERB,Polemoniaceae
Polemoniaceae,HERB,Polemoniaceae
Polemonium,HERB,Polemoniaceae
Polemonium acutiflorum,UPHE,Polemoniaceae
Polemonium caeruleum,HERB,Polemoniaceae
Polemonium t.,HERB,Polemoniaceae
Pollen Sum,NOPO,delete
Pollen concentration,NOPO,delete
Pollen gen. indet.,INUN,delete
Pollen indeterminata,INUN,delete
Pollen per unit sediment mass,NOPO,delete
Pollen per unit sediment mass (/g),NOPO,delete
Pollen per unit sediment mass [#/g] (Pollen/sed),NA,delete
Pollen sums,NOPO,delete
Pollen total,INUN,delete
Pollen undiff.,INUN,delete
"Pollen, broadleaves",NA,delete
"Pollen, broken",INUN,delete
"Pollen, cf. upland herbs",INUN,delete
"Pollen, concealed",INUN,delete
"Pollen, conifers",NA,delete
"Pollen, corroded",INUN,delete
"Pollen, crumpled",INUN,delete
"Pollen, degraded",INUN,delete
"Pollen, herbs",NA,delete
"Pollen, shrubs",NA,delete
"Pollen, terrestrial",INUN,delete
"Pollen, total",NA,delete
"Pollen, total concentration [#/cm",NA,delete
Polycarpon,HERB,Caryophyllaceae
Polyg-eae,HERB,Polygonaceae
Polyg._am.,AQUA,delete
Polyg._av.,HERB,Polygonaceae
Polyg._bi.,HERB,Polygonaceae
Polyg._p-a,HERB,Polygonaceae
Polygala,HERB,Polygalaceae
Polygala comosa-type,HERB,Polygalaceae
Polygala vulgaris-type,HERB,Polygalaceae
Polygala-type,HERB,Polygalaceae
Polygalaceae,HERB,Polygalaceae
Polyginum,HERB,Polygalaceae
Polygonaceae,HERB,Polygalaceae
Polygonaceae (?),INUN,Polygalaceae
Polygonaceae (other),NA,Polygalaceae
Polygonaceae undiff.,HERB,Polygalaceae
Polygonatum,HERB,Asparagaceae
Polygonum,HERB,Polygalaceae
Polygonum Persicaria,HERB,Polygalaceae
Polygonum alpinum,HERB,Polygalaceae
Polygonum amphibium,AQUA,delete
Polygonum amphibium-type,AQUA,delete
Polygonum aviculare,HERB,Polygalaceae
Polygonum aviculare T,HERB,Polygalaceae
Polygonum aviculare t.,HERB,Polygalaceae
Polygonum aviculare type,HERB,Polygalaceae
Polygonum aviculare-group,HERB,Polygalaceae
Polygonum aviculare-type,HERB,Polygalaceae
Polygonum aviculare/bistorta-type,HERB,Polygalaceae
Polygonum avicularia,HERB,Polygalaceae
Polygonum bistorta,HERB,Polygalaceae
Polygonum bistorta type,HERB,Polygalaceae
Polygonum bistorta-type,HERB,Polygalaceae
Polygonum bistorta/P. viviparum,HERB,Polygalaceae
Polygonum cognatum,HERB,Polygalaceae
Polygonum cognatum-type,HERB,Polygalaceae
Polygonum cognatum/molliaeforme-type,HERB,Polygalaceae
Polygonum convolvulus,HERB,Polygalaceae
Polygonum convolvulus-type,HERB,Polygalaceae
Polygonum lapathifolium-type,HERB,Polygalaceae
Polygonum nepalensis-type,NA,Polygalaceae
Polygonum oxyspermum-group,HERB,Polygalaceae
Polygonum persicaria,HERB,Polygalaceae
Polygonum persicaria T,HERB,Polygalaceae
Polygonum persicaria group,HERB,Polygalaceae
Polygonum persicaria-type,HERB,Polygalaceae
Polygonum polycnemoides-type,HERB,Polygalaceae
Polygonum polystachyum-type,NA,Polygalaceae
Polygonum pro parte,HERB,Polygalaceae
Polygonum sec.,HERB,Polygalaceae
Polygonum sect. Aconogonon,HERB,Polygalaceae
Polygonum sect. Bistorta,HERB,Polygalaceae
Polygonum sect. Persicaria,HERB,Polygalaceae
Polygonum undiff.,HERB,Polygalaceae
Polygonum undifferentiated,HERB,Polygalaceae
Polygonum viviparum,HERB,Polygalaceae
Polygonum viviparum-type,HERB,Polygalaceae
Polygonum viviparum/P. bistorta,HERB,Polygalaceae
Polygonum-type,HERB,Polygalaceae
Polygoum ellipticum,HERB,Polygalaceae
Polykrikos,DINO,delete
Polyp zarodnie,VEMI,delete
Polyp-eae,VACR,delete
Polyp._vulg.,VACR,delete
Polypod. vulg.,VACR,delete
Polypodiaceae,VACR,delete
Polypodiaceae (spore monolete undiff.),VACR,delete
Polypodiaceae monolete,VACR,delete
Polypodiaceae pro parte,VACR,delete
Polypodiaceae undiff,VACR,delete
Polypodiaceae undiff.,VACR,delete
Polypodiaceae without perine,VACR,delete
Polypodiaceae/Aspidiaceae undiff.,VACR,delete
Polypodiales,VACR,delete
"Polypodiales, monolete spores undifferentiated",NA,delete
"Polypodiceae, Sporangium",VEMI,delete
Polypodiophyta,VACR,delete
Polypodiophyta undiff.,VACR,delete
"Polypodiopsida, trilete spores undifferentiated",NA,delete
Polypodium,VACR,delete
Polypodium sporangia,VACR,delete
Polypodium undiff.,VACR,delete
Polypodium virginianum,VACR,delete
Polypodium vulgare,VACR,delete
Polypodium vulgare type,VACR,delete
Polypodium vulgare-type,VACR,delete
Polypodium-type,NA,delete
Polypodium-type (Polypodium-T),NA,delete
Polystichum,VACR,delete
Polystichum type,VACR,delete
Polystichum-type,VACR,delete
Polystichum-type (Polystichum-T),NA,delete
Polytrich.,BRYO,delete
Poppulus,TRSH,Salicaceae
Populus,TRSH,Salicaceae
Populus tremula,TRSH,Salicaceae
Populus tremula-type,TRSH,Salicaceae
Portulacaceae,HERB,Portulacaceae
Potam-eae,AQUA,delete
Potamogeonaceae,AQUA,delete
Potamogeton,AQUA,delete
Potamogeton (Potamogeton),NA,delete
Potamogeton natans,AQUA,delete
Potamogeton natans t.,AQUA,delete
Potamogeton natans-type,AQUA,delete
Potamogeton sect. Coleogeton-type,AQUA,delete
Potamogeton sect. Eupotamogeton,AQUA,delete
Potamogeton subg. Coleogeton,AQUA,delete
Potamogeton subg. Potamogeton,AQUA,delete
Potamogeton subgenus Potamogeton type,AQUA,delete
Potamogeton undiff.,AQUA,delete
Potamogeton-type,AQUA,delete
Potamogeton/Sparganium,AQUA,delete
Potamogetonaceae,AQUA,delete
Potentilla,HERB,Rosaceae
Potentilla T,HERB,Rosaceae
Potentilla aurea,HERB,Rosaceae
Potentilla erecta,HERB,Rosaceae
Potentilla micrantha-type,HERB,Rosaceae
Potentilla palustris,AQUA,Rosaceae
Potentilla recta,HERB,Rosaceae
Potentilla recta-type,HERB,Rosaceae
Potentilla subg. Comarum,HERB,Rosaceae
Potentilla t.,HERB,Rosaceae
Potentilla type,HERB,Rosaceae
Potentilla-type,HERB,Rosaceae
Potentilla/Chamaerhodos-type,NA,Rosaceae
Potentilla/Chamaerhodos-type (Potentilla/Chamaerhodos-T),NA,Rosaceae
Potentilla/Comarum,HERB,Rosaceae
Poterium,HERB,Rosaceae
Poterium-type,HERB,Rosaceae
Potomogeton,AQUA,delete
Pre-Quaternary,PREQ,delete
Pre-Quaternary pollen,PREQ,delete
Pre-Quaternary spore,PREQ,delete
Pre-Quaternary spores,PREQ,delete
Prim-eae,HERB,Primulaceae
Primula,HERB,Primulaceae
Primula clusiana-type,HERB,Primulaceae
Primula clusiana/hirsuta-type,HERB,Primulaceae
Primula farinosa,HERB,Primulaceae
Primula farinosa-type,HERB,Primulaceae
Primula hirsuta-type,HERB,Primulaceae
Primula veris group,HERB,Primulaceae
Primula veris-group,HERB,Primulaceae
Primula veris-type,HERB,Primulaceae
Primula vulgaris-type,HERB,Primulaceae
Primula-type,HERB,Primulaceae
Primula/Linaria-type,HERB,Primulaceae
Primulaceae,HERB,Primulaceae
Primulaceae undiff.,HERB,Primulaceae
Prosopis,TRSH,Fabaceae
Proteaceae,NA,Proteaceae
Protoperidinium,DINO,delete
Prunella,HERB,Lamiaceae
Prunella vulgaris-type,HERB,Lamiaceae
Prunella-type,HERB,Lamiaceae
Prunella/Nepeta-type,NA,Lamiaceae
Prunoideae,TRSH,Rosaceae
Prunus,TRSH,Rosaceae
Prunus T,TRSH,Rosaceae
Prunus cf. P. spinosa,TRSH,Rosaceae
Prunus padus,TRSH,Rosaceae
Prunus sp.,TRSH,Rosaceae
Prunus spinosa-type,TRSH,Rosaceae
Prunus t.,TRSH,Rosaceae
Prunus-type,TRSH,Rosaceae
Prunus-type (Prunus-T),NA,Rosaceae
Prunus/Rosa/Rubus type,TRSH,Rosaceae
Prunus/Rubus-type,TRSH,Rosaceae
Pseudolarix,NA,delete
Pseudolarix type,TRSH,delete
Pseudoschizaea,ALGA,delete
Pseudoschizaea,CHLO,delete
Pseudoschizaea circula,ALGA,delete
Pseudosquizaea spp.,ALGA,delete
Pseudotsuga,TRSH,delete
Pseudotsuga douglasii,TRSH,delete
Psoralea,HERB,Fabaceae
Pter._a-m,VACR,delete
Pteridaceae,VACR,delete
Pteridium,VACR,delete
Pteridium aquilin.,VACR,delete
Pteridium aquilinum,VACR,delete
Pteridium aquilinum-type,VACR,delete
Pteridium undiff.,VACR,delete
Pteridium-type,VACR,delete
Pteridium-type (Pteridium-T),NA,delete
Pteridophyta,VACR,delete
"Pteridophyta (monolete, verrucate)",VACR,delete
Pteridophyta monolete undiff.,VACR,delete
Pteridophyta spore,VACR,delete
Pteridophyta spores,VACR,delete
Pteridophyta undiff.,VACR,delete
"Pteridophyta, monolete indeterminata",NA,delete
"Pteridophyta, trilete indeterminata",NA,delete
Pteridophytes,NA,delete
Pteris,VACR,delete
Pteris cretica R,VACR,delete
Pteris-type,NA,delete
Pterocarya,TRSH,Juglandaceae
Pterocarya frax. type clumps of two,TRSH,Juglandaceae
Pterocarya fraxinifolia,TRSH,Juglandaceae
Pterocarya fraxinifolia type,TRSH,Juglandaceae
Pterocarya pterocarpa,TRSH,Juglandaceae
Pterocarya-Juglans,TRSH,Juglandaceae
Pteroceltis,NA,Cannabaceae
Pteropsida,VACR,delete
Pteropsida,INUN,delete
Pteropsida (monolete) indet.,VACR,delete
Pteropsida (monolete) undif.,VACR,delete
Pteropsida (trilete) undif.,VACR,delete
Pteropsida monolete undiff.,VACR,delete
Pteropsida undiff.,VACR,delete
Pteropyrum,HERB,Polygonaceae
Pterosperma,INVE,delete
Pulmonaria,HERB,Boraginaceae
Pulmonaria T,HERB,Boraginaceae
Pulmonaria t.,HERB,Boraginaceae
Pulmonaria type,HERB,Boraginaceae
Pulmonaria-group,HERB,Boraginaceae
Pulmonaria-type,HERB,Boraginaceae
Pulsatilla,HERB,Ranunculaceae
Pulsatilla alpina?,HERB,Ranunculaceae
Pulsatilla-type,HERB,Ranunculaceae
Punica,TRSH,Lythraceae
Pyrola,HERB,Ericaceae
Pyrola,DWAR,Ericaceae
Pyrolaceae,HERB,Ericaceae
Pyrolaceae,DWAR,Ericaceae
Pyrrosia-type,NA,delete
Pyrrosia-type (Pyrrosia-T),NA,delete
Pyrus,TRSH,Rosaceae
Pyrus/Malus cf.,INUN,Rosaceae
Q. evergreen,TRSH,Fagaceae
Q. sempervirens,TRSH,Fagaceae
Q. sempervirens-t.,TRSH,Fagaceae
QUERCUS COCCIFERA type,TRSH,Fagaceae
QUERCUS ILEX type,TRSH,Fagaceae
QUERCUS ROBUR type,TRSH,Fagaceae
QUERCUS SUBER t.,TRSH,Fagaceae
QUERCUS SUBER/CERRIS,TRSH,Fagaceae
QUERCUS decid.,TRSH,Fagaceae
QUERCUS deciduous,TRSH,Fagaceae
QUERCUS ilex,TRSH,Fagaceae
QUERCUS t.ilex,TRSH,Fagaceae
Quantity of sample,NOPO,Fagaceae
Quantity of spike,NOPO,Fagaceae
Quercus,TRSH,Fagaceae
Quercus (deciduous),TRSH,Fagaceae
Quercus (evergreen),NA,Fagaceae
Quercus (unclear),NA,Fagaceae
Quercus caducifolia,TRSH,Fagaceae
Quercus calliprinos,TRSH,Fagaceae
Quercus calliprinos-type,TRSH,Fagaceae
Quercus canariensis,TRSH,Fagaceae
Quercus cerris,TRSH,Fagaceae
Quercus cerris-type,TRSH,Fagaceae
Quercus cerris/Q. suber,TRSH,Fagaceae
Quercus cerris/Q. suber-type,TRSH,Fagaceae
Quercus cerris/suber,TRSH,Fagaceae
Quercus cerriscf.,TRSH,Fagaceae
Quercus cf. Q. canariensis,TRSH,Fagaceae
